date,close,return
2014-07-24,593.35,-4.33
2014-07-25,589.02,1.58
2014-07-28,590.6,-4.99
2014-07-29,585.61,1.81
2014-07-30,587.42,-15.82
2014-07-31,571.6,-5.53
2014-08-01,566.07,7.08
2014-08-04,573.15,-8.08
2014-08-05,565.07,1.304
2014-08-06,566.374,-3.014
2014-08-07,563.36,5.41
2014-08-08,568.77,-0.89
2014-08-11,567.88,-5.15
2014-08-12,562.73,12.05
2014-08-13,574.78,-0.13
2014-08-14,574.65,-1.17
2014-08-15,573.48,8.68
2014-08-18,582.16,4.7
2014-08-19,586.86,-2.37
2014-08-20,584.49,-1.12
2014-08-21,583.37,-0.81
2014-08-22,582.56,-2.36
2014-08-25,580.2,-2.34
2014-08-26,577.86,-6.86
2014-08-27,571.0,-1.8
2014-08-28,569.2,2.4
2014-08-29,571.6,5.73
2014-09-02,577.33,0.61
2014-09-03,577.94,4.04
2014-09-04,581.98,4.1
2014-09-05,586.08,3.64
2014-09-08,589.72,-8.71
2014-09-09,581.01,2.09
2014-09-10,583.1,-1.75
2014-09-11,581.35,-5.73
2014-09-12,575.62,-2.52
2014-09-15,573.1,6.85
2014-09-16,579.95,4.82
2014-09-17,584.77,4.5
2014-09-18,589.27,6.81
2014-09-19,596.08,-8.71
2014-09-22,587.37,-6.24
2014-09-23,581.13,6.86
2014-09-24,587.99,-12.93
2014-09-25,575.06,2.04
2014-09-26,577.1,-0.74
2014-09-29,576.36,1.0
2014-09-30,577.36,-9.09
2014-10-01,568.27,1.81
2014-10-02,570.08,5.2
2014-10-03,575.28,2.07
2014-10-06,577.35,-13.61
2014-10-07,563.74,8.76
2014-10-08,572.5,-11.62
2014-10-09,560.88,-16.39
2014-10-10,544.49,-11.28
2014-10-13,533.21,4.73
2014-10-14,537.94,-7.91
2014-10-15,530.03,-5.52
2014-10-16,524.51,-13.34
2014-10-17,511.17,9.67
2014-10-20,520.84,5.7
2014-10-21,526.54,6.17
2014-10-22,532.71,11.27
2014-10-23,543.98,-4.2
2014-10-24,539.78,0.99
2014-10-27,540.77,8.13
2014-10-28,548.9,0.43
2014-10-29,549.33,0.98
2014-10-30,550.31,8.77
2014-10-31,559.08,-3.86
2014-11-03,555.22,-1.11
2014-11-04,554.11,-8.19
2014-11-05,545.92,-3.88
2014-11-06,542.04,-1.03
2014-11-07,541.01,6.48
2014-11-10,547.49,2.8
2014-11-11,550.29,-2.98
2014-11-12,547.31,-1.93
2014-11-13,545.38,-0.98
2014-11-14,544.4,-7.89
2014-11-17,536.51,-1.48
2014-11-18,535.03,1.96
2014-11-19,536.99,-2.16
2014-11-20,534.83,2.67
2014-11-21,537.5,1.77
2014-11-24,539.27,1.81
2014-11-25,541.08,-0.71
2014-11-26,540.37,1.46
2014-11-28,541.83,-8.03
2014-12-01,533.8,-0.05
2014-12-02,533.75,-2.43
2014-12-03,531.32,5.99
2014-12-04,537.31,-12.05
2014-12-05,525.26,1.72
2014-12-08,526.98,6.39
2014-12-09,533.37,-7.31
2014-12-10,526.06,2.28
2014-12-11,528.34,-9.68
2014-12-12,518.66,-4.86
2014-12-15,513.8,-18.41
2014-12-16,495.39,9.5
2014-12-17,504.89,6.21
2014-12-18,511.1,5.25
2014-12-19,516.35,8.52
2014-12-22,524.87,5.72
2014-12-23,530.59,-1.82
2014-12-24,528.77,5.26
2014-12-26,534.03,-3.7
2014-12-29,530.33,0.0899999999999
2014-12-30,530.42,-4.02
2014-12-31,526.4,-1.59
2015-01-02,524.81,-10.94
2015-01-05,513.87,-11.91
2015-01-06,501.96,-0.86
2015-01-07,501.1,1.58
2015-01-08,502.68,-6.51
2015-01-09,496.17,-3.62
2015-01-12,492.55,3.63
2015-01-13,496.18,4.69
2015-01-14,500.87,0.92
2015-01-15,501.79,6.29
2015-01-16,508.08,-1.18
2015-01-20,506.9,11.14
2015-01-21,518.04,16.35
2015-01-22,534.39,5.56
2015-01-23,539.95,-4.74
2015-01-26,535.21,-16.58
2015-01-27,518.63,-8.63
2015-01-28,510.0,0.66
2015-01-29,510.66,23.86
2015-01-30,534.52,-6.04
2015-02-02,528.48,0.76
2015-02-03,529.24,-6.48
2015-02-04,522.76,4.82
2015-02-05,527.58,3.42
2015-02-06,531.0,-3.17
2015-02-09,527.83,9.11
2015-02-10,536.94,-0.97
2015-02-11,535.97,6.96
2015-02-12,542.93,6.08
2015-02-13,549.01,-6.17
2015-02-17,542.84,-3.14
2015-02-18,539.7,3.17
2015-02-19,542.87,-3.92
2015-02-20,538.95,-7.04
2015-02-23,531.91,4.18
2015-02-24,536.09,7.78
2015-02-25,543.87,11.61
2015-02-26,555.48,2.92
2015-02-27,558.4,12.94
2015-03-02,571.34,2.3
2015-03-03,573.64,-0.27
2015-03-04,573.37,1.96
2015-03-05,575.33,-7.645
2015-03-06,567.685,1.165
2015-03-09,568.85,-13.84
2015-03-10,555.01,-3.83
2015-03-11,551.18,4.33
2015-03-12,555.51,-8.19
2015-03-13,547.32,7.19
2015-03-16,554.51,-3.67
2015-03-17,550.84,8.66
2015-03-18,559.5,-1.51
2015-03-19,557.99,2.37
2015-03-20,560.36,-1.55
2015-03-23,558.81,11.38
2015-03-24,570.19,-11.405
2015-03-25,558.785,-3.615
2015-03-26,555.17,-6.83
2015-03-27,548.34,3.69
2015-03-30,552.03,-4.03
2015-03-31,548.0,-5.44
2015-04-01,542.56,-7.03
2015-04-02,535.53,1.235
2015-04-06,536.765,0.255
2015-04-07,537.02,4.59
2015-04-08,541.61,-0.83
2015-04-09,540.78,-0.77
2015-04-10,540.01,-0.84
2015-04-13,539.17,-8.78
2015-04-14,530.39,2.14
2015-04-15,532.53,1.27
2015-04-16,533.8,-9.75
2015-04-17,524.05,11.33
2015-04-20,535.38,-1.41
2015-04-21,533.97,5.395
2015-04-22,539.365,7.635
2015-04-23,547.0,18.06
2015-04-24,565.06,-9.69
2015-04-27,555.37,-1.69
2015-04-28,553.68,-4.6
2015-04-29,549.08,-11.74
2015-04-30,537.34,0.56
2015-05-01,537.9,2.88
2015-05-04,540.78,-9.98
2015-05-05,530.8,-6.58
2015-05-06,524.22,6.48
2015-05-07,530.7,7.52
2015-05-08,538.22,-2.52
2015-05-11,535.7,-6.66
2015-05-12,529.04,0.58
2015-05-13,529.62,8.78
2015-05-14,538.4,-4.55
2015-05-15,533.85,-1.55
2015-05-18,532.3,5.06
2015-05-19,537.36,1.91
2015-05-20,539.27,3.24
2015-05-21,542.51,-2.4
2015-05-22,540.11,-7.79
2015-05-26,532.32,7.47
2015-05-27,539.79,-0.00999999999999
2015-05-28,539.78,-7.67
2015-05-29,532.11,1.88
2015-06-01,533.99,5.19
2015-06-02,539.18,1.13
2015-06-03,540.31,-3.61
2015-06-04,536.7,-3.37
2015-06-05,533.33,-6.5
2015-06-08,526.83,-0.14
2015-06-09,526.69,10.0
2015-06-10,536.69,-2.08
2015-06-11,534.61,-2.28
2015-06-12,532.33,-5.13
2015-06-15,527.2,0.95
2015-06-16,528.15,1.11
2015-06-17,529.26,7.47
2015-06-18,536.73,-0.04
2015-06-19,536.69,1.5
2015-06-22,538.19,2.29
2015-06-23,540.48,-2.64
2015-06-24,537.84,-2.61
2015-06-25,535.23,-3.54
2015-06-26,531.69,-10.17
2015-06-29,521.52,-1.01
2015-06-30,520.51,1.33
2015-07-01,521.84,1.56
2015-07-02,523.4,-0.54
2015-07-06,522.86,2.16
2015-07-07,525.02,-8.19
2015-07-08,516.83,3.85
2015-07-09,520.68,9.45
2015-07-10,530.13,16.42
2015-07-13,546.55,14.55
2015-07-14,561.1,-0.88
2015-07-15,560.22,19.63
2015-07-16,579.85,93.08
2015-07-17,672.93,-9.91
2015-07-20,663.02,-0.72
2015-07-21,662.3,-0.2
2015-07-22,662.1,-17.82
2015-07-23,644.28,-20.72
2015-07-24,623.56,3.7
2015-07-27,627.26,0.74
2015-07-28,628.0,3.93
2015-07-29,631.93,0.66
2015-07-30,632.59,-6.98
2015-07-31,625.61,5.6
2015-08-03,631.21,-1.96
2015-08-04,629.25,14.53
2015-08-05,643.78,-1.1
2015-08-06,642.68,-7.38
2015-08-07,635.3,-1.57
2015-08-10,633.73,27.05
2015-08-11,660.78,-1.22
2015-08-12,659.56,-3.11
2015-08-13,656.45,0.67
2015-08-14,657.12,3.75
2015-08-17,660.87,-4.74
2015-08-18,656.13,4.77
2015-08-19,660.9,-14.07
2015-08-20,646.83,-34.35
2015-08-21,612.48,-22.87
2015-08-24,589.61,-7.55
2015-08-25,582.06,46.56
2015-08-26,628.62,8.99
2015-08-27,637.61,-7.23
2015-08-28,630.38,-12.13
2015-08-31,618.25,-20.46
2015-09-01,597.79,16.55
2015-09-02,614.34,-8.09
2015-09-03,606.25,-5.55
2015-09-04,600.7,13.96
2015-09-08,614.66,-1.94
2015-09-09,612.72,8.63
2015-09-10,621.35,4.42
2015-09-11,625.77,-2.53
2015-09-14,623.24,11.9
2015-09-15,635.14,0.84
2015-09-16,635.98,6.92
2015-09-17,642.9,-13.65
2015-09-18,629.25,6.19
2015-09-21,635.44,-12.75
2015-09-22,622.69,-0.33
2015-09-23,622.36,3.44
2015-09-24,625.8,-13.83
2015-09-25,611.97,-17.08
2015-09-28,594.89,0.08
2015-09-29,594.97,13.45
2015-09-30,608.42,2.87
2015-10-01,611.29,15.62
2015-10-02,626.91,14.56
2015-10-05,641.47,3.97
2015-10-06,645.44,-3.08
2015-10-07,642.36,-3.2
2015-10-08,639.16,4.45
2015-10-09,643.61,3.06
2015-10-12,646.67,5.63
2015-10-13,652.3,-1.14
2015-10-14,651.16,10.58
2015-10-15,661.74,0.46
2015-10-16,662.2,3.9
2015-10-19,666.1,-15.82
2015-10-20,650.28,-7.67
2015-10-21,642.61,9.18
2015-10-22,651.79,50.21
2015-10-23,702.0,10.78
2015-10-26,712.78,-4.29
2015-10-27,708.49,4.46
2015-10-28,712.95,3.97
2015-10-29,716.92,-6.11
2015-10-30,710.81,10.3
2015-11-02,721.11,1.05
2015-11-03,722.16,5.95
2015-11-04,728.11,3.14
2015-11-05,731.25,2.51
2015-11-06,733.76,-8.87
2015-11-09,724.89,3.43
2015-11-10,728.32,7.08
2015-11-11,735.4,-4.17
2015-11-12,731.23,-14.23
2015-11-13,717.0,11.96
2015-11-16,728.96,-3.66
2015-11-17,725.3,14.7
2015-11-18,740.0,-1.59
2015-11-19,738.41,18.19
2015-11-20,756.6,-0.62
2015-11-23,755.98,-7.7
2015-11-24,748.28,-0.13
2015-11-25,748.15,2.11
2015-11-27,750.26,-7.66
2015-11-30,742.6,24.44
2015-12-01,767.04,-4.66
2015-12-02,762.38,-9.84
2015-12-03,752.54,14.27
2015-12-04,766.81,-3.56
2015-12-07,763.25,-0.88
2015-12-08,762.37,-10.76
2015-12-09,751.61,-2.15
2015-12-10,749.46,-10.59
2015-12-11,738.87,8.9
2015-12-14,747.77,-4.37
2015-12-15,743.4,14.69
2015-12-16,758.09,-8.66
2015-12-17,749.43,-10.12
2015-12-18,739.31,8.46
2015-12-21,747.77,2.23
2015-12-22,750.0,0.31
2015-12-23,750.31,-1.91
2015-12-24,748.4,14.11
2015-12-28,762.51,14.09
2015-12-29,776.6,-5.6
2015-12-30,771.0,-12.12
2015-12-31,758.88,-17.04
2016-01-04,741.84,0.74
2016-01-05,742.58,1.04
2016-01-06,743.62,-17.23
2016-01-07,726.39,-11.92
2016-01-08,714.47,1.56
2016-01-11,716.03,10.04
2016-01-12,726.07,-25.51
2016-01-13,700.56,14.16
2016-01-14,714.72,-20.27
2016-01-15,694.45,7.34
2016-01-19,701.79,-3.34
2016-01-20,698.45,8.14
2016-01-21,706.59,18.66
2016-01-22,725.25,-13.58
2016-01-25,711.67,1.37
2016-01-26,713.04,-13.05
2016-01-27,699.99,30.97
2016-01-28,730.96,11.99
2016-01-29,742.95,9.05
2016-02-01,752.0,12.65
2016-02-02,764.65,-37.7
2016-02-03,726.95,-18.94
2016-02-04,708.01,-24.44
2016-02-05,683.57,-0.83
2016-02-08,682.74,-4.63
2016-02-09,678.11,6.01
2016-02-10,684.12,-1.01
2016-02-11,683.11,-0.71
2016-02-12,682.4,8.6
2016-02-16,691.0,17.4
2016-02-17,708.4,-11.05
2016-02-18,697.35,3.56
2016-02-19,700.91,5.55
2016-02-22,706.46,-10.61
2016-02-23,695.85,3.71
2016-02-24,699.56,6.19
2016-02-25,705.75,-0.68
2016-02-26,705.07,-7.3
2016-02-29,697.77,21.04
2016-03-01,718.81,0.0400000000001
2016-03-02,718.85,-6.43
2016-03-03,712.42,-1.53
2016-03-04,710.89,-15.73
2016-03-07,695.16,-1.19
2016-03-08,693.97,11.27
2016-03-09,705.24,7.58
2016-03-10,712.82,14.0
2016-03-11,726.82,3.67
2016-03-14,730.49,-2.16
2016-03-15,728.33,7.76
2016-03-16,736.09,1.69
2016-03-17,737.78,-0.18
2016-03-18,737.6,4.49
2016-03-21,742.09,-1.34
2016-03-22,740.75,-2.69
2016-03-23,738.06,-2.76
2016-03-24,735.3,-1.77
2016-03-28,733.53,11.24
2016-03-29,744.77,5.76
2016-03-30,750.53,-5.58
2016-03-31,744.95,4.96
2016-04-01,749.91,-4.62
2016-04-04,745.29,-7.49
2016-04-05,737.8,7.89
2016-04-06,745.69,-5.41
2016-04-07,740.28,-1.13
2016-04-08,739.15,-3.05
2016-04-11,736.1,6.99
2016-04-12,743.09,8.63
2016-04-13,751.72,1.48
2016-04-14,753.2,5.8
2016-04-15,759.0,7.61
2016-04-18,766.61,-12.68
2016-04-19,753.93,-1.26
2016-04-20,752.67,6.47
2016-04-21,759.14,-40.37
2016-04-22,718.77,4.38
2016-04-25,723.15,-15.01
2016-04-26,708.14,-2.3
2016-04-27,705.84,-14.82
2016-04-28,691.02,1.99
2016-04-29,693.01,5.2
2016-05-02,698.21,-5.85
2016-05-03,692.36,3.34
2016-05-04,695.7,5.73
2016-05-05,701.43,9.69
2016-05-06,711.12,1.78
2016-05-09,712.9,10.28
2016-05-10,723.18,-7.89
2016-05-11,715.29,-1.98
2016-05-12,713.31,-2.48
2016-05-13,710.83,5.66
2016-05-16,716.49,-10.26
2016-05-17,706.23,0.4
2016-05-18,706.63,-6.31
2016-05-19,700.32,9.42
2016-05-20,709.74,-5.5
2016-05-23,704.24,15.85
2016-05-24,720.09,5.18
2016-05-25,725.27,-1.15
2016-05-26,724.12,8.54
2016-05-27,732.66,3.06
2016-05-31,735.72,-1.57
2016-06-01,734.15,-3.75
2016-06-02,730.4,-8.06
2016-06-03,722.34,-5.79
2016-06-06,716.55,0.1
2016-06-07,716.65,11.63
2016-06-08,728.28,0.3
2016-06-09,728.58,-9.17
2016-06-10,719.41,-1.05
2016-06-13,718.36,-0.09
2016-06-14,718.27,0.65
2016-06-15,718.92,-8.56
2016-06-16,710.36,-18.64
2016-06-17,691.72,1.99
2016-06-20,693.71,2.23
2016-06-21,695.94,1.52
2016-06-22,697.46,4.41
2016-06-23,701.87,-26.65
2016-06-24,675.22,-6.96
2016-06-27,668.26,11.78
2016-06-28,680.04,4.07
2016-06-29,684.11,7.99
2016-06-30,692.1,7.11
2016-07-01,699.21,-4.72
2016-07-05,694.49,3.28
2016-07-06,697.77,-2.41
2016-07-07,695.36,10.27
2016-07-08,705.63,9.46
2016-07-11,715.09,5.55
2016-07-12,720.64,-3.66
2016-07-13,716.98,3.97
2016-07-14,720.95,-1.1
2016-07-15,719.85,13.93
2016-07-18,733.78,3.18
2016-07-19,736.96,4.23
2016-07-20,741.19,-2.56
2016-07-21,738.63,4.11
2016-07-22,742.74,-2.97
2016-07-25,739.77,-1.35
2016-07-26,738.42,3.35
2016-07-27,741.77,4.14
2016-07-28,745.91,22.88
2016-07-29,768.79,4.09
2016-08-01,772.88,-1.81
2016-08-02,771.07,2.11
2016-08-03,773.18,-1.57
2016-08-04,771.61,10.61
2016-08-05,782.22,-0.46
2016-08-08,781.76,2.5
2016-08-09,784.26,0.42
2016-08-10,784.68,0.17
2016-08-11,784.85,-1.63
2016-08-12,783.22,-0.78
2016-08-15,782.44,-5.3
2016-08-16,777.14,2.77
2016-08-17,779.91,-2.41
2016-08-18,777.5,-2.08
2016-08-19,775.42,-3.27
2016-08-22,772.15,-0.0699999999999
2016-08-23,772.08,-2.44
2016-08-24,769.64,-0.23
2016-08-25,769.41,0.13
2016-08-26,769.54,2.61
2016-08-29,772.15,-3.06
2016-08-30,769.09,-2.04
2016-08-31,767.05,1.73
2016-09-01,768.78,2.68
2016-09-02,771.46,8.62
2016-09-06,780.08,0.27
2016-09-07,780.35,-5.03
2016-09-08,775.32,-15.66
2016-09-09,759.66,9.36
2016-09-12,769.02,-9.33
2016-09-13,759.69,2.8
2016-09-14,762.49,9.27
2016-09-15,771.76,-2.88
2016-09-16,768.88,-3.18
2016-09-19,765.7,5.71
2016-09-20,771.41,4.81
2016-09-21,776.22,10.99
2016-09-22,787.21,-0.31
2016-09-23,786.9,-12.69
2016-09-26,774.21,8.8
2016-09-27,783.01,-1.45
2016-09-28,781.56,-6.55
2016-09-29,775.01,2.28
2016-09-30,777.29,-4.73
2016-10-03,772.56,3.87
2016-10-04,776.43,0.0400000000001
2016-10-05,776.47,0.39
2016-10-06,776.86,-1.78
2016-10-07,775.08,10.86
2016-10-10,785.94,-2.87
2016-10-11,783.07,3.07
2016-10-12,786.14,-7.95
2016-10-13,778.19,0.34
2016-10-14,778.53,1.43
2016-10-17,779.96,15.3
2016-10-18,795.26,6.3
2016-10-19,801.56,-4.59
2016-10-20,796.97,2.4
2016-10-21,799.37,13.74
2016-10-24,813.11,-5.44
2016-10-25,807.67,-8.6
2016-10-26,799.07,-3.72
2016-10-27,795.35,0.02
2016-10-28,795.37,-10.83
2016-10-31,784.54,-0.93
2016-11-01,783.61,-14.91
2016-11-02,768.7,-6.57
2016-11-03,762.13,-0.11
2016-11-04,762.02,20.5
2016-11-07,782.52,7.99
2016-11-08,790.51,-5.2
2016-11-09,785.31,-22.75
2016-11-10,762.56,-8.54
2016-11-11,754.02,-17.94
2016-11-14,736.08,22.41
2016-11-15,758.49,5.99
2016-11-16,764.48,6.75
2016-11-17,771.23,-10.69
2016-11-18,760.54,8.66
2016-11-21,769.2,-0.93
2016-11-22,768.27,-7.28
2016-11-23,760.99,0.69
2016-11-25,761.68,6.56
2016-11-28,768.24,2.6
2016-11-29,770.84,-12.8
2016-11-30,758.04,-10.12
2016-12-01,747.92,2.58
2016-12-02,750.5,12.02
2016-12-05,762.52,-3.41
2016-12-06,759.11,12.08
2016-12-07,771.19,5.23
2016-12-08,776.42,12.87
2016-12-09,789.29,-0.02
2016-12-12,789.27,6.83
2016-12-13,796.1,0.97
2016-12-14,797.07,0.78
2016-12-15,797.85,-7.05
2016-12-16,790.8,3.4
2016-12-19,794.2,2.22
2016-12-20,796.42,-1.86
2016-12-21,794.56,-3.3
2016-12-22,791.26,-1.35
2016-12-23,789.91,1.64
2016-12-27,791.55,-6.5
2016-12-28,785.05,-2.26
2016-12-29,782.79,-10.97
2016-12-30,771.82,14.32
2017-01-03,786.14,0.76
2017-01-04,786.9,7.12
2017-01-05,794.02,12.13
2017-01-06,806.15,0.5
2017-01-09,806.65,-1.86
2017-01-10,804.79,3.12
2017-01-11,807.91,-1.55
2017-01-12,806.36,1.52
2017-01-13,807.88,-3.27
2017-01-17,804.61,1.46
2017-01-18,806.07,-3.895
2017-01-19,802.175,2.845
2017-01-20,805.02,14.29
2017-01-23,819.31,4.56
2017-01-24,823.87,11.8
2017-01-25,835.67,-3.52
2017-01-26,832.15,-8.84
2017-01-27,823.31,-20.99
2017-01-30,802.32,-5.53
2017-01-31,796.79,-1.095
2017-02-01,795.695,2.835
2017-02-02,798.53,2.96
2017-02-03,801.49,-0.15
2017-02-06,801.34,5.63
2017-02-07,806.97,1.41
2017-02-08,808.38,1.18
2017-02-09,809.56,4.11
2017-02-10,813.67,5.57
2017-02-13,819.24,1.21
2017-02-14,820.45,-1.47
2017-02-15,818.98,5.18
2017-02-16,824.16,3.91
2017-02-17,828.07,3.59
2017-02-21,831.66,-0.9
2017-02-22,830.76,0.57
2017-02-23,831.33,-2.69
2017-02-24,828.64,0.64
2017-02-27,829.28,-6.07
2017-02-28,823.21,12.03
2017-03-01,835.24,-4.61
2017-03-02,830.63,-1.55
2017-03-03,829.08,-1.3
2017-03-06,827.78,4.13
2017-03-07,831.91,3.46
2017-03-08,835.37,3.31
2017-03-09,838.68,4.57
2017-03-10,843.25,2.29
2017-03-13,845.54,0.08
2017-03-14,845.62,1.58
2017-03-15,847.2,1.58
2017-03-16,848.78,3.34
2017-03-17,852.12,-3.72
2017-03-20,848.4,-17.94
2017-03-21,830.46,-0.87
2017-03-22,829.59,-12.01
2017-03-23,817.58,-3.15
2017-03-24,814.43,5.08
2017-03-27,819.51,1.41
2017-03-28,820.92,10.49
2017-03-29,831.41,0.09
2017-03-30,831.5,-1.94
2017-03-31,829.56,8.99
2017-04-03,838.55,-3.98
2017-04-04,834.57,-3.16
2017-04-05,831.41,-3.53
2017-04-06,827.88,-3.21
2017-04-07,824.67,0.0600000000001
2017-04-10,824.73,-1.38
2017-04-11,823.35,0.97
2017-04-12,824.32,-0.76
2017-04-13,823.56,13.61
2017-04-17,837.17,-0.35
2017-04-18,836.82,1.39
2017-04-19,838.21,3.44
2017-04-20,841.65,1.54
2017-04-21,843.19,19.57
2017-04-24,862.76,9.54
2017-04-25,872.3,-0.676
2017-04-26,871.624,2.626
2017-04-27,874.25,31.71
2017-04-28,905.96,6.61
2017-05-01,912.57,3.87
2017-05-02,916.44,10.6
2017-05-03,927.04,4.62
2017-05-04,931.66,-4.53
2017-05-05,927.13,7.17
2017-05-08,934.3,-2.13
2017-05-09,932.17,-3.39
2017-05-10,928.78,1.82
2017-05-11,930.6,1.62
2017-05-12,932.22,4.86
2017-05-15,937.08,5.92
2017-05-16,943.0,-23.38
2017-05-17,919.62,10.62
2017-05-18,930.24,3.77
2017-05-19,934.01,7.85
2017-05-22,941.86,6.96
2017-05-23,948.82,6.14
2017-05-24,954.96,14.58
2017-05-25,969.54,1.93
2017-05-26,971.47,4.41
2017-05-30,975.88,-11.02
2017-05-31,964.86,2.09
2017-06-01,966.95,8.65
2017-06-02,975.6,8.08
2017-06-05,983.68,-7.11
2017-06-06,976.57,4.51
2017-06-07,981.08,2.33
2017-06-08,983.41,-33.58
2017-06-09,949.83,-6.93
2017-06-12,942.9,10.5
2017-06-13,953.4,-2.64
2017-06-14,950.76,-8.45
2017-06-15,942.31,-2.53
2017-06-16,939.78,17.59
2017-06-19,957.37,-6.74
2017-06-20,950.63,8.82
2017-06-21,959.45,-2.36
2017-06-22,957.09,8.5
2017-06-23,965.59,-13.32
2017-06-26,952.27,-24.94
2017-06-27,927.33,13.16
2017-06-28,940.49,-22.7
2017-06-29,917.79,-9.06
2017-06-30,908.73,-10.03
2017-07-03,898.7,13.24
2017-07-05,911.94,-5.25
2017-07-06,906.69,11.9
2017-07-07,918.59,10.21
2017-07-10,928.8,1.29
2017-07-11,930.09,13.74
2017-07-12,943.83,3.33
2017-07-13,947.16,8.83
2017-07-14,955.99,-2.57
2017-07-17,953.42,11.98
2017-07-18,965.4,5.49
2017-07-19,970.89,-2.74
2017-07-20,968.15,4.77
2017-07-21,972.92,7.42
2017-07-24,980.34,-29.64
2017-07-25,950.7,-2.9
2017-07-26,947.8,-13.71
2017-07-27,934.09,7.44
2017-07-28,941.53,-11.03
2017-07-31,930.5,0.33
2017-08-01,930.83,-0.44
2017-08-02,930.39,-6.74
2017-08-03,923.65,4.31
2017-08-04,927.96,1.4
2017-08-07,929.36,-2.57
2017-08-08,926.79,-3.89
2017-08-09,922.9,-15.66
2017-08-10,907.24,7.15
2017-08-11,914.39,8.28
2017-08-14,922.67,-0.45
2017-08-15,922.22,4.74
2017-08-16,926.96,-15.98
2017-08-17,910.98,-0.31
2017-08-18,910.67,-4.01
2017-08-21,906.66,18.03
2017-08-22,924.69,2.31
2017-08-23,927.0,-5.72
2017-08-24,921.28,-5.39
2017-08-25,915.89,-2.08
2017-08-28,913.81,7.48
2017-08-29,921.29,8.28
2017-08-30,929.57,9.76
2017-08-31,939.33,-1.99
2017-09-01,937.34,-8.89
2017-09-05,928.45,-0.64
2017-09-06,927.81,8.14
2017-09-07,935.95,-9.45
2017-09-08,926.5,2.58
2017-09-11,929.08,2.99
2017-09-12,932.07,3.02
2017-09-13,935.09,-9.98
2017-09-14,925.11,-4.82
2017-09-15,920.29,-5.29
2017-09-18,915.0,6.81
2017-09-19,921.81,9.77
2017-09-20,931.58,0.87
2017-09-21,932.45,-3.92
2017-09-22,928.53,-7.56
2017-09-25,920.97,3.89
2017-09-26,924.86,19.63
2017-09-27,944.49,5.01
2017-09-28,949.5,9.61
2017-09-29,959.11,-5.84
2017-10-02,953.27,4.52
2017-10-03,957.79,-6.11
2017-10-04,951.68,18.28
2017-10-05,969.96,8.93
2017-10-06,978.89,-1.89
2017-10-09,977.0,-4.4
2017-10-10,972.6,16.65
2017-10-11,989.25,-1.42
2017-10-12,987.83,1.85
2017-10-13,989.68,2.32
2017-10-16,992.0,0.18
2017-10-17,992.18,0.63
2017-10-18,992.81,-8.36
2017-10-19,984.45,3.75
2017-10-20,988.2,-19.75
2017-10-23,968.45,2.09
